	activity	bonus_credit_eligibility	country	currency_exchange_loss_amount	delinquent	disbursal_amount	funded_amount	id	lender_count	loan_amount	loss_liability	paid_amount	repayment_term	sector	status	avg_invitee_count	avg_loan_count	country_count	fund_yr
7334	General Store	True	Philippines	N/A	False	16000.0	400	488315	11	400	lender	400.0	13.0	Retail	paid	1.09090909091	2587.27272727	6.0	2012.0
7335	Charcoal Sales	True	Philippines	N/A	False	10000.0	250	488323	10	250	lender	250.0	8.0	Retail	paid	1.7	90.1	6.0	2012.0
7336	Fish Selling	True	Philippines	N/A	False	15000.0	375	488411	12	375	lender	375.0	7.0	Food	paid	2.33333333333	1726.83333333	6.0	2012.0
7337	Manufacturing	True	Pakistan	N/A	False	25000.0	275	488420	8	275	lender	275.0	14.0	Manufacturing	paid	1.2	525.4	3.0	2012.0
7338	Motorcycle Transport	True	Philippines	N/A	True	11000.0	275	488489	1	275	lender	123.75	12.0	Transportation	in_repayment	2.0	32.0	1.0	2012.0
7339	Beauty Salon	True	Pakistan	0.74	False	20000.0	225	488636	4	225	lender	224.26	14.0	Services	paid	3.0	705.75	3.0	2012.0
7340	General Store	True	Kenya	N/A	False	20000.0	250	488684	9	250	lender	250.0	13.0	Retail	paid	6.85714285714	32.1428571429	5.0	2012.0
7341	Charcoal Sales	True	Kenya	N/A	False	10000.0	125	488751	5	125	lender	125.0	9.0	Retail	paid	1.66666666667	157.666666667	3.0	2012.0
7342	Food Stall	True	Bolivia	N/A	False	800.0	800	488891	24	800	lender	800.0	15.0	Food	paid	1.22727272727	1083.27272727	9.0	2012.0
7343	Fishing	True	Philippines	N/A	False	10000.0	250	488981	9	250	lender	250.0	8.0	Food	paid	0.857142857143	2053.0	6.0	2012.0
7344	Food Production/Sales	True	Philippines	N/A	False	4000.0	100	488992	1	100	lender	100.0	8.0	Food	paid	0.0	19004.0	1.0	2012.0
7345	Personal Housing Expenses	True	Jordan	N/A	False	800.0	425	489180	6	1150	lender	N/A	18.0	Housing	expired	2.33333333333	4597.0	3.0	N/A
7346	Animal Sales	True	Tajikistan	N/A	False	500.0	500	489204	16	500	lender	500.0	14.0	Agriculture	paid	1.08333333333	218.666666667	2.0	2012.0
7347	Food	True	Cameroon	N/A	False	200000.0	400	489212	11	400	lender	400.0	15.0	Food	paid	6.18181818182	9447.0	10.0	2012.0
7348	Farming	False	Mexico	N/A	True	8040.0	625	489297	25	625	lender	516.17	10.0	Agriculture	in_repayment	0.869565217391	555.956521739	11.0	2012.0
7349	Retail	True	Peru	N/A	False	500.0	200	489347	7	200	lender	200.0	6.0	Retail	paid	1.16666666667	901.333333333	3.0	2012.0
7350	Clothing Sales	True	Ukraine	N/A	False	4000.0	500	489397	18	500	lender	500.0	3.0	Clothing	paid	1.17647058824	7656.41176471	7.0	2012.0
7351	General Store	True	Philippines	N/A	False	10000.0	250	489509	5	250	lender	250.0	8.0	Retail	paid	4.25	6872.75	2.0	2012.0
7352	Sewing	True	Philippines	N/A	False	10000.0	250	489511	9	250	lender	250.0	9.0	Services	paid	1.55555555556	3893.11111111	4.0	2012.0
7353	Farming	True	Cambodia	N/A	False	1000000.0	250	489524	9	250	lender	250.0	14.0	Agriculture	paid	0.4	99.2	3.0	2012.0
7354	Grocery Store	False	Ghana	N/A	False	500.0	275	489610	9	275	lender	275.0	6.0	Food	paid	1.0	284.333333333	4.0	2012.0
7355	Home Products Sales	True	Uganda	N/A	False	1500000.0	600	489625	13	600	lender	600.0	12.0	Retail	paid	5.18181818182	199.818181818	5.0	2012.0
7356	Retail	False	Mozambique	N/A	False	8000.0	275	489735	5	275	lender	275.0	20.0	Retail	paid	2.4	3089.8	3.0	2012.0
7357	General Store	True	Tanzania	N/A	False	6800000.0	0	489739	0	4300	lender	N/A	6.0	Retail	inactive_expired	N/A	N/A	N/A	N/A
7358	Used Clothing	False	Ghana	N/A	False	1000.0	550	489742	18	550	lender	550.0	6.0	Clothing	paid	0.764705882353	1113.35294118	8.0	2012.0
7359	Clothing Sales	False	Nicaragua	N/A	False	21600.0	925	489845	26	925	lender	925.0	8.0	Clothing	paid	4.04	1059.88	6.0	2012.0
7360	Food Production/Sales	False	Ghana	N/A	False	500.0	275	489890	10	275	lender	275.0	6.0	Food	paid	0.6	195.3	4.0	2012.0
7361	Grocery Store	True	Honduras	N/A	False	20000.0	1025	489900	38	1025	lender	1025.0	15.0	Food	paid	1.28125	5757.34375	10.0	2012.0
7362	Carpentry	False	Kenya	N/A	False	62650.0	750	489934	23	750	lender	750.0	14.0	Construction	paid	1.0	529.238095238	7.0	2012.0
7363	Fruits & Vegetables	False	El Salvador	N/A	False	1000.0	1000	489960	25	1000	lender	1000.0	26.0	Food	paid	1.33333333333	1141.57142857	6.0	2012.0
7364	Pigs	True	Philippines	N/A	False	11500.0	300	490017	8	300	lender	300.0	8.0	Agriculture	paid	15.6666666667	2315.5	4.0	2012.0
7365	Farming	False	Cambodia	N/A	False	1000.0	1000	490061	20	1000	lender	1000.0	26.0	Agriculture	paid	0.642857142857	1436.35714286	8.0	2012.0
7366	Grocery Store	True	Cambodia	N/A	False	610000.0	175	490109	4	175	lender	175.0	12.0	Food	paid	0.0	8329.5	2.0	2012.0
7367	Poultry	True	Kenya	N/A	True	40000.0	475	490123	15	475	lender	365.85	16.0	Agriculture	in_repayment	0.416666666667	51.5833333333	6.0	2012.0
7368	Retail	False	Mongolia	N/A	False	4000000.0	2350	490142	36	2900	lender	N/A	26.0	Retail	expired	1.51724137931	4966.27586207	8.0	N/A
7369	Grocery Store	True	Dominican Republic	N/A	True	51750.0	1325	490200	48	1325	lender	1010.0	17.0	Food	in_repayment	10.4634146341	356.195121951	12.0	2012.0
7370	Cloth & Dressmaking Supplies	True	Peru	N/A	False	600.0	600	490227	20	600	lender	600.0	6.0	Retail	paid	2.52631578947	1949.10526316	10.0	2012.0
7371	Retail	True	Mexico	N/A	False	11176.7	875	490314	34	875	lender	875.0	7.0	Retail	paid	2.63333333333	5499.9	9.0	2012.0
7372	Butcher Shop	True	Kenya	N/A	True	20000.0	250	490356	9	250	lender	245.88	11.0	Food	in_repayment	3.0	567.125	5.0	2012.0
7373	Motorcycle Transport	True	Kenya	N/A	False	20000.0	250	490726	10	250	lender	250.0	14.0	Transportation	paid	0.375	1405.625	5.0	2012.0
7374	Taxi	True	Peru	N/A	False	1500.0	600	490727	23	600	lender	600.0	6.0	Transportation	paid	2.82608695652	6709.13043478	7.0	2012.0
7375	Food Production/Sales	True	Sierra Leone	N/A	False	800000.0	200	490762	1	200	lender	200.0	12.0	Food	paid	8.0	72.0	1.0	2012.0
7376	Clothing Sales	False	Nicaragua	N/A	False	10000.0	425	490763	14	425	lender	425.0	9.0	Clothing	paid	0.888888888889	446.777777778	6.0	2012.0
7377	Bakery	True	Bolivia	N/A	False	22222.2	3225	490797	94	3225	lender	3225.0	7.0	Food	paid	3.0843373494	2807.95180723	15.0	2012.0
7378	Personal Housing Expenses	True	Jordan	N/A	False	500.0	350	490985	10	725	lender	N/A	18.0	Housing	expired	5.0	1973.7	5.0	N/A
7379	General Store	True	Philippines	N/A	False	10000.0	250	491023	3	250	lender	250.0	8.0	Retail	paid	1.33333333333	1105.0	2.0	2012.0
7380	Used Clothing	True	Rwanda	N/A	True	300000.0	500	491057	13	500	lender	430.33	12.0	Clothing	in_repayment	2.7	2339.9	5.0	2012.0
7381	Property	True	Mongolia	44.96	False	2000000.0	1450	491072	25	1450	lender	988.04	20.0	Housing	in_repayment	0.611111111111	5692.77777778	9.0	2012.0
7382	Construction	True	Ecuador	N/A	False	1065.42	1075	491287	29	1075	lender	1075.0	14.0	Construction	paid	3.07692307692	715.307692308	7.0	2012.0
7383	Grocery Store	True	Ecuador	N/A	False	1614.24	1625	491319	57	1625	lender	1625.0	8.0	Food	paid	1.93617021277	3143.44680851	12.0	2012.0
7384	Shoe Sales	True	Philippines	N/A	False	20000.0	500	491348	20	500	lender	500.0	7.0	Retail	paid	1.25	3498.55	11.0	2012.0
7385	Soft Drinks	False	Vietnam	N/A	False	9184000.0	450	491368	17	450	lender	450.0	13.0	Food	paid	0.916666666667	480.083333333	5.0	2012.0
7386	Animal Sales	True	Peru	N/A	False	2500.0	975	491673	24	975	lender	975.0	14.0	Agriculture	paid	1.09090909091	263.545454545	5.0	2012.0
7387	Grocery Store	True	Sierra Leone	N/A	False	3000000.0	700	491776	27	700	lender	700.0	13.0	Food	paid	1.95833333333	4265.20833333	8.0	2012.0
7388	Retail	True	Jordan	N/A	False	600.0	850	491820	20	850	lender	736.7	18.0	Retail	in_repayment	1.0	314.0	6.0	2012.0
7389	Personal Housing Expenses	True	Jordan	N/A	False	500.0	150	491835	6	725	lender	N/A	18.0	Housing	expired	0.833333333333	16065.1666667	5.0	N/A
7390	Home Products Sales	True	Colombia	N/A	False	1000000.0	550	491860	16	550	lender	550.0	13.0	Retail	paid	2.06666666667	12054.0666667	9.0	2012.0
7391	Electrician	False	Cambodia	N/A	False	600.0	600	491980	19	600	lender	350.0	26.0	Services	in_repayment	0.5625	1636.125	9.0	2012.0
7392	Cosmetics Sales	True	Peru	N/A	False	1700.0	675	492350	15	675	lender	675.0	8.0	Retail	paid	2.23076923077	7395.61538462	5.0	2012.0
7393	Farming	False	Uganda	N/A	False	814500.0	325	492471	8	325	lender	103.74	43.0	Agriculture	in_repayment	0.666666666667	115.166666667	4.0	2012.0
7394	Farming	True	Cambodia	N/A	False	2000000.0	500	492482	14	500	lender	500.0	13.0	Agriculture	paid	0.333333333333	362.666666667	3.0	2012.0
7395	Farming	False	Albania	N/A	False	100000.0	925	492508	33	925	lender	925.0	15.0	Agriculture	paid	1.26923076923	813.0	9.0	2012.0
7396	Clothing Sales	False	Jordan	N/A	False	1500.0	1525	492533	25	2125	lender	N/A	23.0	Clothing	expired	2.73913043478	3264.04347826	8.0	N/A
7397	Paper Sales	True	Peru	N/A	False	5700.0	2200	492631	81	2200	lender	2200.0	6.0	Retail	paid	2.78666666667	3740.62666667	14.0	2012.0
7398	Fruits & Vegetables	True	Philippines	N/A	False	18000.0	450	492752	18	450	lender	450.0	8.0	Food	paid	3.70588235294	1198.52941176	7.0	2012.0
7399	Farming	True	Cambodia	N/A	False	2400000.0	600	492763	22	600	lender	600.0	10.0	Agriculture	paid	2.75	1512.95	6.0	2012.0
7400	Pigs	True	Philippines	N/A	False	50000.0	1225	492807	39	1225	lender	1225.0	8.0	Agriculture	paid	2.0	962.972972973	10.0	2012.0
7401	Livestock	True	Philippines	N/A	False	20000.0	500	492836	19	500	lender	500.0	8.0	Agriculture	paid	3.21428571429	2220.57142857	4.0	2012.0
7402	Sewing	False	Pakistan	2.65	True	105000.0	1100	492859	42	1100	lender	702.82	13.0	Services	in_repayment	0.911764705882	2471.76470588	9.0	2012.0
7403	Pigs	True	Philippines	N/A	False	4000.0	100	492905	4	100	lender	100.0	8.0	Agriculture	paid	1.0	353.666666667	2.0	2012.0
7404	Fruits & Vegetables	True	Kenya	N/A	False	20000.0	250	493018	9	250	lender	250.0	11.0	Food	paid	3.4	1028.6	4.0	2012.0
7405	Cosmetics Sales	False	Nicaragua	N/A	False	10000.0	425	493104	17	425	lender	425.0	14.0	Retail	paid	1.0625	535.5	5.0	2012.0
7406	Sewing	False	Iraq	N/A	False	3600.0	3600	493331	130	3600	lender	3600.0	14.0	Services	paid	0.71	988.71	15.0	2012.0
7407	Fruits & Vegetables	True	Cameroon	N/A	False	200000.0	400	493348	15	400	lender	400.0	15.0	Food	paid	1.91666666667	1558.0	5.0	2012.0
7408	Food Production/Sales	True	Ecuador	N/A	False	1266.78	1275	493443	39	1275	lender	1275.0	14.0	Food	paid	0.666666666667	4182.09090909	10.0	2012.0
7409	Clothing Sales	True	Ecuador	N/A	False	1056.51	1075	493449	35	1075	lender	1075.0	14.0	Clothing	paid	1.55555555556	1791.66666667	9.0	2012.0
7410	Sewing	True	Peru	N/A	False	2000.0	0	493482	0	775	lender	N/A	14.0	Services	inactive_expired	N/A	N/A	N/A	N/A
7411	Paper Sales	True	Ecuador	N/A	False	1262.06	1275	493521	37	1275	lender	1275.0	15.0	Retail	paid	2.03225806452	1332.09677419	9.0	2012.0
7412	Fish Selling	False	Honduras	N/A	False	10000.0	525	493600	18	525	lender	525.0	13.0	Food	paid	1.13333333333	297.266666667	4.0	2012.0
7413	Retail	True	Bolivia	N/A	False	800.0	475	493604	15	800	lender	N/A	12.0	Retail	expired	3.07142857143	2442.78571429	3.0	N/A
7414	Grocery Store	True	Peru	N/A	False	2500.0	975	493623	37	975	lender	975.0	10.0	Food	paid	1.9696969697	1500.54545455	10.0	2012.0
7415	Pigs	False	Indonesia	N/A	False	15000000.0	1575	493670	49	1575	lender	1575.0	8.0	Agriculture	paid	1.44186046512	145.534883721	12.0	2012.0
7416	Retail	True	Cambodia	N/A	False	2400000.0	625	493680	24	625	lender	625.0	14.0	Retail	paid	1.21739130435	1059.47826087	8.0	2012.0
7417	Food	True	Benin	N/A	False	310000.0	625	493822	25	625	lender	625.0	9.0	Food	paid	1.08333333333	4336.66666667	6.0	2012.0
7418	Milk Sales	True	Pakistan	0.54	False	20000.0	225	493895	8	225	lender	224.46	14.0	Food	paid	0.428571428571	19.0	3.0	2012.0
7419	Personal Housing Expenses	False	Kosovo	N/A	False	1000.0	1300	493925	51	1300	lender	995.8	22.0	Housing	in_repayment	33.8409090909	2408.77272727	14.0	2012.0
7420	Flowers	True	Bolivia	N/A	False	1000.0	1000	493986	36	1000	lender	642.8	21.0	Agriculture	in_repayment	1.03125	2815.375	9.0	2012.0
7421	Animal Sales	True	Paraguay	N/A	False	10653297.0	2400	494050	87	2400	lender	2400.0	8.0	Agriculture	paid	1.7125	1195.3125	17.0	2012.0
7422	Restaurant	True	Paraguay	N/A	False	4433792.0	1000	494054	33	1000	lender	1000.0	15.0	Food	paid	3.25	3896.96428571	12.0	2012.0
7423	General Store	True	Philippines	N/A	False	25000.0	625	494072	25	625	lender	625.0	8.0	Retail	paid	2.66666666667	5768.70833333	8.0	2012.0
7424	General Store	True	Philippines	N/A	False	30000.0	750	494151	28	750	lender	750.0	8.0	Retail	paid	2.16666666667	6009.29166667	7.0	2012.0
7425	Poultry	True	Kenya	N/A	False	60000.0	725	494157	24	725	lender	725.0	15.0	Agriculture	paid	1.40909090909	936.181818182	9.0	2012.0
7426	Poultry	True	Uganda	N/A	False	200000.0	100	494224	4	100	lender	100.0	7.0	Agriculture	paid	0.666666666667	78.6666666667	2.0	2012.0
7427	Retail	True	Chile	N/A	False	3492383.0	7300	494349	220	7300	lender	7300.0	6.0	Retail	paid	125.218446602	1994.9223301	26.0	2012.0
7428	Retail	False	Honduras	N/A	False	15000.0	425	494434	17	775	lender	N/A	13.0	Retail	expired	1.0	772.153846154	6.0	N/A
7429	Grocery Store	False	Kenya	N/A	False	21050.0	250	494455	7	250	lender	250.0	14.0	Food	paid	0.571428571429	154.428571429	3.0	2012.0
7430	Food	True	Benin	N/A	False	330000.0	650	494462	23	650	lender	650.0	12.0	Food	paid	2.7619047619	4566.33333333	9.0	2012.0
7431	Livestock	True	El Salvador	N/A	False	500.0	500	494472	17	500	lender	500.0	8.0	Agriculture	paid	1.125	10962.8125	9.0	2012.0
7432	Agriculture	True	Peru	N/A	False	1000.0	400	494493	12	400	lender	400.0	10.0	Agriculture	paid	1.9	1648.1	5.0	2012.0
7433	Food Stall	True	Peru	N/A	False	1500.0	575	494774	23	575	lender	575.0	8.0	Food	paid	0.764705882353	819.705882353	6.0	2012.0
7434	Hotel	True	Peru	N/A	False	800.0	325	494788	12	325	lender	325.0	8.0	Services	paid	0.636363636364	180.545454545	5.0	2012.0
7435	Home Products Sales	True	Paraguay	N/A	False	7860326.0	1775	494795	58	1775	lender	1775.0	9.0	Retail	paid	2.77083333333	1653.85416667	15.0	2012.0
7436	Charcoal Sales	True	Kenya	N/A	False	15000.0	200	494806	7	200	lender	200.0	14.0	Retail	paid	0.571428571429	59.8571428571	3.0	2012.0
7437	Retail	True	Ecuador	N/A	False	547.49	550	494817	15	550	lender	550.0	8.0	Retail	paid	22.7692307692	9178.0	5.0	2012.0
7438	Pigs	True	Philippines	N/A	False	20000.0	500	494874	17	500	lender	500.0	8.0	Agriculture	paid	2.33333333333	8519.16666667	9.0	2012.0
7439	Vehicle	True	Cambodia	N/A	False	1000.0	1000	494926	39	1000	lender	728.0	21.0	Personal Use	in_repayment	1.38709677419	3977.32258065	10.0	2012.0
7440	Farming	True	Cambodia	N/A	False	1000.0	1000	494989	34	1000	lender	1000.0	15.0	Agriculture	paid	1.375	1148.15625	13.0	2012.0
7441	Charcoal Sales	False	Uganda	N/A	False	300000.0	125	495057	5	125	lender	125.0	6.0	Retail	paid	0.2	12.2	3.0	2012.0
7442	Food Market	True	Jordan	N/A	False	500.0	725	495143	24	725	lender	628.56	18.0	Food	in_repayment	2.04347826087	363.869565217	13.0	2012.0
7443	Pigs	True	Philippines	N/A	False	7000.0	175	495147	7	175	lender	175.0	8.0	Agriculture	paid	0.833333333333	103.0	5.0	2012.0
7444	Transportation	True	Ukraine	N/A	False	5000.0	625	495190	24	625	lender	625.0	12.0	Transportation	paid	0.782608695652	4705.47826087	12.0	2012.0
7445	Carpentry	True	El Salvador	N/A	False	600.0	600	495282	24	600	lender	600.0	17.0	Construction	paid	1.22727272727	119.318181818	8.0	2012.0
7446	Personal Housing Expenses	True	Tajikistan	N/A	False	3000.0	650	495455	25	650	lender	650.0	14.0	Housing	paid	2.35	6193.2	7.0	2012.0
7447	Farming	True	Rwanda	N/A	False	800000.0	1275	495586	43	1275	lender	1275.0	9.0	Agriculture	paid	626.421052632	2957.42105263	12.0	2012.0
7448	Cosmetics Sales	True	Jordan	N/A	False	1000.0	600	495605	13	1425	lender	N/A	21.0	Retail	expired	4.15384615385	3875.92307692	4.0	N/A
7449	Butcher Shop	False	Nicaragua	N/A	False	1200.0	1200	495664	30	1200	lender	1200.0	20.0	Food	paid	0.642857142857	248.464285714	4.0	2012.0
7450	Internet Cafe	True	Ecuador	N/A	False	760.19	775	495674	19	775	lender	775.0	14.0	Services	paid	2.0	794.071428571	4.0	2012.0
7451	Crafts	False	Indonesia	N/A	False	2850.0	2850	495784	109	2850	lender	2850.0	5.0	Arts	paid	3.16981132075	1869.22641509	16.0	2012.0
7452	General Store	True	Philippines	N/A	False	24800.0	625	495892	22	625	lender	625.0	8.0	Retail	paid	2.84210526316	1788.63157895	8.0	2012.0
7453	Fruits & Vegetables	True	Paraguay	N/A	False	9695503.0	2200	496083	70	2200	lender	2200.0	6.0	Food	paid	2.28787878788	659.96969697	12.0	2012.0
7454	Services	True	Lebanon	N/A	False	1500.0	775	496130	28	1500	lender	N/A	14.0	Services	expired	2.2962962963	2175.88888889	7.0	N/A
7455	Retail	True	Benin	N/A	False	500000.0	975	496178	34	975	lender	975.0	12.0	Retail	paid	1.06666666667	716.266666667	11.0	2012.0
7456	Retail	True	Colombia	N/A	False	3000000.0	1650	496192	60	1650	lender	1014.0	20.0	Retail	in_repayment	1.0612244898	2089.85714286	11.0	2012.0
7457	Farm Supplies	True	El Salvador	N/A	False	725.0	725	496218	26	725	lender	725.0	14.0	Agriculture	paid	3.23076923077	653.923076923	7.0	2012.0
7458	Food Market	False	Liberia	N/A	False	23000.0	325	496234	13	325	lender	325.0	11.0	Food	paid	0.636363636364	437.0	5.0	2012.0
7459	Upholstery	True	Honduras	N/A	False	5000.0	275	496246	10	275	lender	275.0	11.0	Services	paid	1.9	340.8	4.0	2012.0
7460	General Store	True	Philippines	N/A	False	25000.0	625	496395	12	625	lender	625.0	8.0	Retail	paid	1.66666666667	20666.8888889	6.0	2012.0
7461	General Store	True	Philippines	N/A	False	15000.0	375	496396	14	375	lender	375.0	9.0	Retail	paid	0.833333333333	426.0	3.0	2012.0
7462	General Store	True	Philippines	N/A	False	7000.0	175	496420	7	175	lender	175.0	7.0	Retail	paid	1.0	4964.0	5.0	2012.0
7463	Milk Sales	False	Uganda	N/A	False	200000.0	100	496601	2	100	lender	100.0	6.0	Food	paid	1.5	206.5	2.0	2012.0
7464	Higher education costs	True	Uganda	N/A	False	7000000.0	2700	496677	94	2700	lender	2700.0	6.0	Education	paid	1.97752808989	1234.82022472	16.0	2012.0
7465	Food Production/Sales	True	Peru	N/A	False	1200.0	475	496751	19	475	lender	475.0	8.0	Food	paid	1.0	5170.82352941	8.0	2012.0
7466	Food Stall	False	Nicaragua	N/A	False	26085.0	1100	496775	44	1100	lender	740.19	20.0	Food	in_repayment	4.70588235294	998.705882353	11.0	2012.0
7467	Butcher Shop	True	Paraguay	N/A	True	3421295.0	775	496863	27	775	lender	422.85	15.0	Food	in_repayment	1.23076923077	4034.23076923	11.0	2012.0
7468	Motorcycle Transport	True	Philippines	N/A	False	20000.0	500	496906	20	500	lender	500.0	8.0	Transportation	paid	0.315789473684	4797.52631579	8.0	2012.0
7469	General Store	True	Philippines	N/A	False	14000.0	350	496931	14	350	lender	350.0	9.0	Retail	paid	1.0	6248.92307692	4.0	2012.0
7470	Sewing	True	Philippines	N/A	False	7000.0	175	496949	7	175	lender	175.0	8.0	Services	paid	6.57142857143	258.142857143	3.0	2012.0
7471	Farming	True	Cambodia	N/A	False	2150000.0	550	496988	18	550	lender	550.0	14.0	Agriculture	paid	1.11764705882	7076.52941176	7.0	2012.0
7472	Higher education costs	False	Mongolia	54.18	False	4000000.0	2875	496998	91	2875	lender	1742.87	25.0	Education	in_repayment	1.19736842105	1234.01315789	14.0	2012.0
7473	Higher education costs	False	Tajikistan	N/A	False	6000.0	6000	497036	211	6000	lender	1883.51	38.0	Education	in_repayment	1.0	622.790055249	22.0	2012.0
7474	Food Stall	True	Benin	N/A	False	600000.0	1175	497069	40	1175	lender	1175.0	14.0	Food	paid	2.17647058824	3738.14705882	13.0	2012.0
7475	Transportation	True	Lebanon	N/A	False	1500.0	1500	497123	50	1500	lender	1500.0	14.0	Transportation	paid	1.09090909091	905.568181818	13.0	2012.0
7476	Grocery Store	True	Peru	N/A	False	3000.0	1175	497196	45	1175	lender	1175.0	8.0	Food	paid	1.51282051282	3285.15384615	11.0	2012.0
7477	Food	False	United States	N/A	False	6148.29	6150	497320	208	6150	lender	6150.0	39.0	Food	paid	0.977653631285	95.1452513966	5.0	2012.0
7478	Retail	True	Vietnam	N/A	False	15930000.0	775	497423	12	775	lender	775.0	14.0	Retail	paid	2.90909090909	7466.54545455	6.0	2012.0
7479	Food Stall	True	Vietnam	N/A	False	15000000.0	725	497464	26	725	lender	725.0	11.0	Food	paid	1.13043478261	1503.91304348	14.0	2012.0
7480	Beauty Salon	True	Philippines	N/A	False	6000.0	150	497475	3	150	lender	150.0	8.0	Services	paid	0.5	161.5	2.0	2012.0
7481	Property	True	Kenya	N/A	False	100000.0	1175	497727	43	1175	lender	1175.0	14.0	Housing	paid	1.33333333333	3473.52777778	10.0	2012.0
7482	Sewing	True	Tajikistan	N/A	False	1500.0	325	497728	12	325	lender	325.0	14.0	Services	paid	1.72727272727	837.0	3.0	2012.0
7483	Fishing	True	Philippines	N/A	False	13000.0	325	497754	12	325	lender	325.0	14.0	Food	paid	1.66666666667	1170.77777778	3.0	2012.0
7484	Property	True	Kenya	N/A	False	70000.0	825	497761	33	825	lender	825.0	14.0	Housing	paid	1.32142857143	4832.35714286	9.0	2012.0
7485	Services	True	Vietnam	N/A	False	20000000.0	975	497805	9	975	lender	975.0	12.0	Services	paid	2.0	640.571428571	3.0	2012.0
7486	Dairy	False	India	N/A	False	195000.0	3550	497892	118	3550	lender	0.0	43.0	Agriculture	in_repayment	0.845360824742	275.340206186	14.0	2012.0
7487	Auto Repair	True	Paraguay	N/A	False	5466042.0	1225	497954	43	1225	lender	1225.0	15.0	Services	paid	1.12820512821	729.615384615	12.0	2012.0
7488	Higher education costs	True	Jordan	N/A	False	700.0	1000	497980	31	1000	lender	778.6	21.0	Education	in_repayment	1.46153846154	1493.65384615	10.0	2012.0
7489	Clothing Sales	False	Liberia	N/A	False	11000.0	150	498030	6	150	lender	150.0	11.0	Clothing	paid	0.333333333333	1016.16666667	3.0	2012.0
